
"Monday, 27 October 2025 [performance over the past 7 days]"
Rank,Artist,Title
118,"Vanco","Ma Tnsani (Yalla Habibi) [feat. AYA]"
119,"WizTheMc & bees & honey","Take My Mind"
120,"Michael Schulte & ÁSDÍS","Half Of My Heart"
121,"Fontaines D.C.","Starburster"
122,"Jona Volkmann","Menschen wie Wir"
123,"Berq","Rote Flaggen"
124,"Yeat","COMË N GO"
125,"Pitbull","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
126,"Tarkan","Şımarık"
127,"Gotye","Somebody That I Used to Know (feat. Kimbra)"
128,"Carlo5","Wolken am Abend"
129,"Tate McRae","you broke me first"
130,"Jonas Blue & Malive","Edge of Desire"
131,"Demet Özdemir","Ah Yar"
132,"Lady Gaga","Abracadabra"
133,"50 Cent","Ayo Technology (feat. Justin Timberlake & Timbaland)"
134,"Santigold","Disparate Youth"
135,"oskar med k","Make Me Feel"
136,"Gala","Freed From Desire"
137,"Nkeshemba","Ngixolele Mtanami"
138,"Andromeda & elysian.","MONTAGEM COMA"
139,"The Marías","No One Noticed"
140,"Aymo, Aymen & Amo","Bleib stark"
141,"Sabrina Carpenter","Tears"
142,"CHRYSTAL & NOTION","The Days (NOTION Remix)"
143,"Tame Impala","Dracula"
144,"Eli Raybon","Pluto's First Popstar (Outro)"
145,"Edward Maya & Vika Jigulina","Stereo Love"
146,"Mr. Menace & Sir Soaked","S.I.A.S.D."
147,"DJ Snake & Bipolar Sunshine","Paradise"
148,"The Police","Every Breath You Take"
149,"Timbaland, Keri Hilson & D.O.E.","The Way I Are"
150,"Contec & Lina Maly","Als du gingst (edit)"
151,"Amir Khalvat & Darab","Dige Chi Kame?"
152,"Ella Fitzgerald & Her Savoy Eight","It's Wonderful"
153,"Buntspecht","Unter Den Masken"
154,"HUGEL, Topic & Arash","I Adore You (feat. Daecolm)"
155,"Thukuthela, GL_Ceejay, JAZZWRLD & Makhadzi Entertainment","uMoya"
156,"Bronski Beat","Smalltown Boy"
157,"Perry Como","It's a Lovely Day Today"
158,"BENNETT","Vois sur ton chemin (Techno Mix)"
159,"SIENNA SPIRO","Die On This Hill"
160,"Michael Patrick Kelly","The One"
161,"Bonnie Tyler","Total Eclipse of the Heart"
162,"Coolzone","Nasty Jamz"
163,"Lana Del Rey","Cinnamon Girl"
164,"Justin Bieber","DAISIES"
165,"АлСми","Базовый минимум"
166,"Shannon Jae Prior","The Usual (feat. Jesse Scott)"
167,"Ed Sheeran","Azizam"
168,"Myles Smith","Stay (If You Wanna Dance)"
169,"Disturbed","The Sound of Silence"
170,"Disney & Shakira","Zoo"
171,"Coldplay, Little Simz, Burna Boy, Elyanna & TINI","WE PRAY"
172,"Keane","Somewhere Only We Know"
173,"Inna","Caliente (Radio Edit)"
174,"Rudimental & Khalid","All I Know"
175,"Sp8ce Owl","Outlast"
176,"Martin Solveig & Good Times Ahead","Intoxicated"
177,"Mzukulu","Ubu Ghost bami (feat. Intombi yasoLundi)"
178,"RK & Genezio","Viano"
179,"Timbaland","Give It to Me (feat. Justin Timberlake & Nelly Furtado)"
180,"Gigi D'Agostino","L'amour Toujours"
181,"50 Cent","In da Club"
182,"TRIANGLE DES BERMUDES","Charger (feat. MC YOSHI, Mauvais djo & Kokosvoice)"
183,"Lewis Capaldi","Something In The Heavens"
184,"Sevdaliza","Ride Or Die, Pt. 2 (feat. Villano Antillano & Tokischa)"
185,"Black Eyed Peas & Shakira","GIRL LIKE ME"
186,"Icegergert & SKY RAE","Наследство"
187,"James Arthur","Impossible"
188,"oskar med k & Khalid","nobody (make me feel)"
189,"Portishead","Roads"
190,"Gorillaz","Feel Good Inc"
191,"The Killers","Mr. Brightside"
192,"BLOK3","git"
193,"Otilia","Bilionera (Radio Edit)"
194,"Lucenzo","Danza Kuduro (feat. Don Omar)"
195,"IBRA","kann sein"
196,"AYLIVA & Apache 207","Wunder"
197,"NAVAI & MONA","Есенин"
198,"Levi Heron","The Glen (Levi Heron Edit)"
199,"Sherine","بتمنى انساك"
200,"Don Miguelo","Y Qué Fue?"
