
"Monday, 27 October 2025 [performance over the past 7 days]"
Rank,Artist,Title
160,"Bouss","Invisible"
161,"Bad Bitch & Jkevlar","Bad man"
162,"Louane","Chiens"
163,"GP Explorer, ElGrandeToto & La Mano 1.9","Thunes (feat. Zed)"
164,"Yeah Yeah Yeahs","Heads Will Roll (A-Trak Remix)"
165,"Theodora & Luidji","GO!"
166,"La Rvfleuze","Connexion macabre (feat. Leto)"
167,"Lady Gaga","Abracadabra"
168,"kulturr & Leto","Busy"
169,"EsDeeKid & Rico Ace","Phantom"
170,"IGO & SCH","Puro"
171,"Don Miguelo","Y Qué Fue?"
172,"Ayra Starr & Rema","Who’s Dat Girl"
173,"Gala","Freed From Desire"
174,"ABBA","The Winner Takes It All"
175,"KAROL G","Si Antes Te Hubiera Conocido"
176,"Gorillaz","Feel Good Inc"
177,"Calvin Harris & Jessie Reyez","Ocean"
178,"Kendji Girac","Oublier"
179,"Joé Dwèt Filé","4 Kampé"
180,"Teddy Swims","Lose Control"
181,"Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)"
182,"ZXKAI & slxughter","NO BATIDÃO (Slowed)"
183,"Lykke Li","I Follow Rivers (The Magician Remix)"
184,"Josas, Alonzo & Zaka Lavista","Si tu pars"
185,"Alannah Myles","Black Velvet"
186,"Misié Sadik & Matieu White","TÈLMAN DOU"
187,"Disturbed","The Sound of Silence (CYRIL Remix)"
188,"GIMS & La Rvfleuze","GARANTIE"
189,"BSF","On Va Taper Ça"
190,"Bouss","Le game"
191,"Pitbull","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
192,"KeBlack","Hypocrite"
193,"Billy Idol","Eyes Without A Face"
194,"Lybro","Dayouth"
195,"Kodaline","Take Control"
196,"Coolio & L.V.","Gangsta's Paradise"
197,"Feu! Chatterton","Allons Voir"
198,"Ino Casablanca","DIMA RAVE"
199,"Petru Guelfucci","Corsica"
200,"Coldplay, Little Simz, Burna Boy, Elyanna & TINI","WE PRAY"
